type,angular_direction_error_deg
translation,5.70339001546117
translation,7.414318466909703
translation,9.661353385987796
translation,4.620256101653477
translation,33.21648916115604
translation,67.89174648414713
translation,13.430374481180838
translation,23.41651425514281
translation,35.46986252727721
translation,30.013492191769064
translation,17.132423944571098
translation,4.6027720021151275
translation,15.855678917514751
translation,8.00087398596576
translation,8.612903624035628
translation,5.7018506005985055
translation,9.59479756560558
translation,6.04831942568969
translation,13.501300323380532
translation,7.5672921076837625
translation,28.020846884133704
translation,15.72593256632446
translation,103.22277433355866
translation,16.949170691561307
translation,21.015728537629837
translation,29.73614325190037
translation,11.654568221227784
translation,38.16761030575998
translation,11.670266961130158
translation,13.38641133084766
translation,32.085606502459726
translation,5.592980542275589
translation,6.063595232542311
translation,8.696626503634276
translation,4.715099655199278
translation,3.338272546511233
translation,49.2297425863524
translation,12.391237469649601
translation,9.344838604236159
translation,17.59583500921415
translation,48.88356806641203
translation,8.527544288251441
translation,4.653305017487512
translation,24.986384327493454
translation,1.0167907345694593
translation,3.867667563748583
translation,3.1039578214161683
translation,15.427042389342017
translation,31.104538630800953
translation,8.098284636960804
translation,6.168012669097009
translation,86.9184831377928
translation,26.8632726259581
translation,11.71026677268152
translation,4.234328523211197
translation,97.12192711196076
translation,24.02526704324793
translation,5.602517698397348
translation,3.3718554544249355
translation,114.74953203473216
translation,54.978554940988516
translation,23.12450445881696
translation,28.372083646037417
translation,52.17558915780595
translation,22.24593957702658
translation,20.225029060678786
translation,7.342802880020837
translation,48.59939451935228
translation,12.611773946102256
translation,5.054218450034131
translation,18.527198327874167
translation,33.642305982937046
translation,21.017290360196515
translation,28.056573364706733
translation,22.65400947211126
translation,14.564749496902609
translation,7.603603828820546
translation,6.029887173739282
translation,16.13363761750868
translation,59.04587338727788
translation,21.230239332972708
translation,9.72973791871679
translation,29.86305483731899
translation,85.3352887847881
translation,6.2172000580790625
translation,14.296588181321491
translation,43.86210886456207
translation,16.0478040990617
translation,26.696490891414346
translation,8.952543699870528
translation,29.12306569986856
translation,14.10181611027295
translation,2.672294410260673
translation,40.94694046412086
translation,25.2388177256685
translation,3.486270933081287
translation,46.87576378199021
translation,31.349914585404065
translation,27.480411821287337
translation,11.193914668112331
translation,38.527460034939864
translation,43.02439725734853
translation,26.14370224916814
translation,23.322082070046132
translation,15.535179832381795
translation,11.232887693473867
translation,8.233516668841878
translation,118.42070345503501
translation,15.534635082346153
translation,38.390530444081364
translation,6.642641564805562
translation,125.68212015344777
translation,24.901199499306607
translation,66.44617709461514
translation,31.70567760982358
translation,94.25908456379737
translation,26.149299805982302
